# Daily new confirmed COVID-19 deaths per million people  7-day rolling average (2021-11-29)  [https://ourworldindata.org/explorers/coronavirus-data-explorer]			
6.05  #AUT
3.647 #BEL
8.325 #CZE
1.006 #FRA
3.257 #DEU
1.164 #ITA
8.41  #POL
11.04 #SVK
0.538 #ESP
