# Total number of people who received all doses prescribed by the vaccination protocol, divided by the total population of the country. (2021-11-29) [https://ourworldindata.org/explorers/coronavirus-data-explorer]
65.69 #AUT
74.68 #BEL
59.26 #CZE
69.60 #FRA
67.89 #DEU
72.96 #ITA
54.02 #POL
42.94 #SVK
80.41 #ESP
